UNESCO_Site;UNESCO_Category;Event_Date;Attack_Type;Distance_m;Danger_Score;Violation_Risk_Level;ACLED_Notes
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2022-12-31;Agreement;514.5;1;High (Negligence Risk);On 31 December 2022, as the result of Ukraine and Russia agreement 140 Ukrainian servicemen came back home in exchange for 82 Russian soldiers (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-01-01;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 1 January 2023, Ukrainian forces shot down 32 Russian 'Shahed' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-01-08;Agreement;514.5;1;High (Negligence Risk);On 8 January 2023, as the result of an agreement between Ukraine and Russia, 50 Ukrainian servicemen returned from war imprisonment in exchange for 50 Russian soldiers (coded to Kyiv, Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-01-14;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 14 January 2023, Russian forces launched C-400 missiles at Kyiv. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-01-26;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 26 January 2023, Russian military forces launched 20 rockets at Kyiv, Kyiv. All the rockets were intercepted, but the remnants hit non-residential buildings, resulting in death of 1 and injuries of 2 civilians. The same day earlier, Russia attacked Kyiv with 15 kamikaze-drones, all of which were shot down.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-02-04;Agreement;514.5;1;High (Negligence Risk);On 4 February 2023, as the result of an agreement between Russian and Ukrainian governments, 116 Ukrainian servicemen came back to Ukraine [coded to Kyiv] and 63 Russian servicemen came back to Russia.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-02-10;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 10 February 2023, Ukrainian air defenses shot down 10 Russian missiles over Kyiv Oblast (coded to Kyiv, Kyiv City.)
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-02-15;Looting/property destruction;514.5;1;High (Negligence Risk);Interception: On 15 February 2023, Ukrainian air defence forces shot down 6 Russian UAVs in form of free-floating air balloons over Kyiv, Kyiv region. The balloons may have carried radar reflectors and certain reconnaissance equipment to perform remote sensing and activate Ukrainian air defence systems.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-02-16;Agreement;514.5;1;High (Negligence Risk);On 16 February 2023, Russian and Ukrainian governments exchanged 202 prisoners of war (coded to Kyiv, Kyiv City). Ukraine released 101 Russian soldiers in exchange for 100 Ukrainian soldiers and a vice mayor of Enerhodar, previously abducted by the Russian military.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-02-23;Looting/property destruction;514.5;1;High (Negligence Risk);Interception: On 23 February 2023, Ukrainian military forces intercepted a Russian reconnaissance drone over Kyiv, Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-02-27;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 27 February 2023, Ukrainian air defence systems intercepted Russian Shahed drones over Kyiv, causing explosions. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-03-01;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 1 March 2023, Ukrainian forces shot down a Russian drone over Kyiv, Kyiv region.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-03-06;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 6 March 2023, Ukrainian air defence systems intercepted Russian drones in the direction of Kyiv, Kyiv region.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-03-07;Agreement;514.5;1;High (Negligence Risk);On 7 March 2023, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 130 Ukrainian soldiers returned to Ukraine in return for 90 Russian soldiers.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-03-18;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 18 March 2023, Ukrainian forces shot down Russian 'Shahed' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-03-20;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 20 March 2023, Ukrainian air defence systems intercepted a Russian drone near Kyiv, Kyiv region.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-03-22;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 22 March 2023, Ukrainian air defence forces shot down about 8 Russian Shahed-136 drones over Kyiv district (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-03-27;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 27 March 2023, Ukrainian forces shot down a Russian drone over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-04-03;Agreement;514.5;1;High (Negligence Risk);On 3 April 2023, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 10 Ukrainian soldiers and 2 civilians returned to Ukraine in return for an unknown number of Russian soldiers.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-04-10;Agreement;514.5;1;High (Negligence Risk);On 10 April 2023, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 100 Ukrainian soldiers returned to Ukraine in exchange for 106 Russian soldiers.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-04-16;Agreement;514.5;1;High (Negligence Risk);On 16 April 2023, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 130 Ukrainian soldiers returned to Ukraine, it is unknown how many soldiers returned to Russia. Some news sources report that the exchange took place between Ukraine and Wagner Group specifically.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-04-21;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 21 April 2023, Ukrainian forces shot down eight Russian Shahed drones somewhere near Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-04-26;Agreement;514.5;1;High (Negligence Risk);On 26 April 2023, 44 Ukrainian POWs, including soldiers of the Armed Forces, the National Guard, the Border Guard, Territorial Defence servicemen, marines and 2 civilians, were returned to Ukraine from the Russian captivity under a prisoner swap. 40 POWs were returned to Russia. (coded to Kyiv City).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-04-28;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 28 April 2023, Ukrainian forces shot down 11 Russian missiles and drones over Kyiv oblast (coded to Kyiv, Kyiv City.)
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-03;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 3 May 2023, Ukrainian forces shot down several Shahed-136 drones over Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-04;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 4 May 2023, Ukrainian military forces intercepted Russian kamikaze-drones and an air-launched 'Kinzhal' missile over Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-04;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 4 May 2023, Ukrainian military forces intercepted its own 'Bayraktar' drone as it lost control over it over Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-06;Agreement;514.5;1;High (Negligence Risk);On 6 May 2023, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 45 Ukrainian soldiers returned to Ukraine, 3 Russian soldiers returned to Russia.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-07;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 7 May 2023, Ukrainian forces shot down a Russian drone over Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-09;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 9 May 2023, Russian forces launched a rocket strike at Kyiv region (coded to Kyiv). Around 15 missiles were intercepted. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-14;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 14 May 2023, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-18;Air/drone strike;514.5;10;High (Negligence Risk);On 18 May 2023, Russian air forces launched missiles at Kyiv. The Ukrainian military intercepted all the missiles, but the debris crashed in Kyiv region (coded to Kyiv, Kyiv City), damaging a residential building. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-19;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 19 May 2023, Ukrainian forces shot down Russian drones attacking the city of Kyiv (coded to Kyiv, Kyiv city.)
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-20;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 20 May 2023, Ukrainian forces shot down 14 Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-25;Agreement;514.5;1;High (Negligence Risk);On 25 May 2023, Wagner Group and Ukraine (coded to Kyiv) conducted prisoners exchange. 106 Ukrainian soldiers were released. The number of people released by Ukraine is not reported.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 25 May 2023, Ukrainian military forces intercepted 10 Russian kamikaze-drones over Kyiv, Kyiv City. The fallen debris caused fire in a forest, which was quickly extinguished.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-28;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 28 May 2023, Ukrainian forces shot down 40 Russian 'Shahed' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-29;Air/drone strike;514.5;10;High (Negligence Risk);On 29 May 2023, Russian launched Shahed-131/136 drones and missile strikes at Kyiv region. Remnants of the intercepted missile hit an enterprise in the region. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-05-30;Agreement;514.5;1;High (Negligence Risk);On 30 May 2023, Governments of Ukraine and Russia agreed to swap the bodies of killed soldiers (coded to Kyiv). Bodies of 79 fallen Ukrainian servicemen were returned to Ukraine.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-04;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 4 June 2023, Ukrainian forces shot down all Russian drones and missiles that targeted Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-06;Air/drone strike;514.5;10;High (Negligence Risk);On 6 June 2023, Russian forces fired at Kyiv region with Kh-101/Kh-555 air-launched cruise missiles, damaging a dorm and a polyclinic. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-11;Agreement;514.5;1;High (Negligence Risk);On 11 June 2023, Ukraine and Russia exchanged prisoners of war (coded to Kyiv). Russian side released 95 Ukrainian soldiers, Ukrainian side released 94 Russian soldiers.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-13;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 13 June 2023, Russian air forces fired at Kyiv with Kh-101/555 cruise missiles. All missiles were intercepted. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-16;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 16 June 2023, Ukrainian forces shot down Russian missiles over Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-20;Air/drone strike;514.5;10;High (Negligence Risk);On 20 June 2023, Russian air forces carried out drone strike at Kyiv, damaging residential houses. Ukrainian forces shot down around 20 Russian 'Shahed' drones. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-24;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 24 June 2023, Ukrainian forces shot down 20 Russian missiles near Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-06-26;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 26 June 2023, Ukrainian air defenses shot down Russian drones over the Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-02;Air/drone strike;514.5;10;High (Negligence Risk);On 2 July 2023, Russian air forces carried out a drone strike at Kyiv region (coded to Kyiv). As a result of falling of the drone debris on a civilian house 1 civilian was injured.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-02;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 2 July 2023, Ukrainian forces shot down Russian drones near Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-06;Agreement;514.5;1;High (Negligence Risk);On 6 July 2023, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 45 Ukrainian soldiers and 2 children that were forcibly deported to Russia returned to Ukraine in exchange for 45 Russian soldiers.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-08;Other;514.5;1;High (Negligence Risk);Other: On 8 July 2023, 5 commanders of Azov battalion kept in Turkey returned to Kyiv from Istanbul after the meeting between Ukrainian and Turkish Presidents. Russian side protested against their return.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-11;Air/drone strike;514.5;10;High (Negligence Risk);On 11 July 2023, Russian forces launched a Shahed drone strike at Kyiv region. Shahed debris fell in Kyiv region, damaging 12 private houses and a high-rise building. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-12;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 12 July 2023, Ukrainian air defence forces intercepted an unknown number of Russian Shahed-136 UAVs over Kyiv region (coded to Kyiv, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-19;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 19 July 2023, Ukrainian forces shot down an unknown number of Russian Shahed-136 drones over Kyiv, Kyiv region.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-07-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 25 July 2023, Russian air forces launched drones at Kyiv. Ukrainian forces shot down all Russian 'Shahed' drones. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-02;Air/drone strike;514.5;10;High (Negligence Risk);On 2 August 2023, Russian forces launched a Shahed-136 drone strike at Kyiv region (coded to Kyiv, Kyiv region). Ukrainian air defence intercepted most of the drones, but the debris still damaged civilian houses and infrastructure in the region and an administrative building in Kyiv. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-03;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 3 August 2023, Russian military forces attacked Kyiv, Kyiv city, with kamikaze drones, but they all were intercepted by the Ukrainian military.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-07;Agreement;514.5;1;High (Negligence Risk);On 7 August 2023, Ukraine and Russia swapped prisoners of war (coded to Kyiv, Kyiv City). 22 Ukrainian soldiers returned to Ukraine.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-11;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 11 August 2023, Ukrainian forces shot down a Russian air-launched Kinzhal missile over Kyiv Oblast (coded to Kyiv, Kyiv City.)
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-18;Other;514.5;1;High (Negligence Risk);Other: On 18 August 2023, police detained two men who were approaching the house of a member of parliament in Kyiv, Kyiv City with photos of the member of parliament and bats to assault or assassinate the official.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-19;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 19 August 2023, Ukrainian forces shot down Russian 'Shahed-136' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-27;Air/drone strike;514.5;10;High (Negligence Risk);On 27 August 2023, Ukrainian forces shot down Russian missiles over Kyiv region (coded to Kyiv). As a result of falling missile debris, 10 private houses were damaged and 2 civilians were injured.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-27;Agreement;514.5;1;High (Negligence Risk);On 27 August 2023, as the result of agreement between Ukraine and Russia, 11 Ukrainian children, which had been previously deported to Russia, returned to Ukraine (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-29;Agreement;514.5;1;High (Negligence Risk);On 29 August 2023, Governments of Ukraine and Russia agreed to swap the bodies of killed soldiers (coded to Kyiv). Bodies of 85 fallen Ukrainian servicemen were returned to Ukraine in exchange for an unspecified number of killed Russian soldiers..
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-08-30;Air/drone strike;514.5;10;High (Negligence Risk);On 30 August 2023, Russian forces launched a strike with Shahed-136 drone and air-launched cruise missiles at Kyiv City. While the missiles were intercepted, the debris still damaged civilian infrastructure and residential areas. 2 civilians were killed, 3 were injured.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-09-06;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 6 September 2023, Russian forces launched a cruise and ballistic missile strike at Kyiv City and Kyiv region. While the missiles were intercepted by the Ukrainian air defence system, the debris damaged a trade enterprise in one of the communities in Kyiv region and caused several fires on the open territory. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-09-10;Air/drone strike;514.5;10;High (Negligence Risk);On 10 September 2023, Russian air forces carried out 33 drone 'Shahed-136/131 strikes at Kyiv region (coded to Kyiv). Ukrainian forces shot down 26 Russian 'Shahed-136/131' drones. As a result of falling of drone debris 4 civilians were injured, private houses, educational and medical infrastructure were damaged.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-09-21;Air/drone strike;514.5;10;High (Negligence Risk);On 21 September 2023, Russian air forces launched missiles at the Kyiv region (coded to Kyiv, Kyiv), damaging residential buildings, a medical facility and industrial enterprises. 3 civilians were wounded.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-10-23;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 23 October 2023, Ukrainian air defence system shot down Russian UAVs in Kyiv, Kyiv City. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-10-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Weapons seizure: Around 25 October 2023 (as reported), the Security Service of Ukraine seized explosives with detonators, firearms and ammunition from the residences of three people from Kyiv and Chernihiv (coded to Kyiv, Kyiv), who were preparing homemade explosives and drones equipped to target military units, the Ministry of Defense, and command posts. The group was recruited by the Russian FSB.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-07;Disrupted weapons use;514.5;1;High (Negligence Risk);Detonation: On 7 November 2023, according to local sources, a Ukrainian officer (who was assistant to the commander-in-chief of the AFU) was killed in an explosion of an unknown explosive device on the outskirts of Kyiv (Kyiv). According to investigation, the Ukrainian officer was killed due to careless handling of explosive device.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-10;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 10 November 2023, Ukrainian Forces shot down UAVs of Russian Forces in the area of Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-11;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 11 November 2023, Ukrainian forces shot down a Russian 'Iskander-M' or 'S-400' missile near Kyiv.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-11;Shelling/artillery/missile attack;514.5;8;High (Negligence Risk);On 11 November 2023, Russian forces launched 2 missiles at Kyiv region (coded to Kyiv). 18 private houses were damaged. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-19;Air/drone strike;514.5;10;High (Negligence Risk);On 19 November 2023, Russian air forces carried out a 'Shahed-136' drone strike at Kyiv region (coded to Kyiv). Ukrainian forces shot down at least 10 Russian drones. Civilian infrastructure was damaged. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-20;Agreement;514.5;1;High (Negligence Risk);On 20 November 2023, Governments of Ukraine and Russia agreed to swap the bodies of killed soldiers (coded to Kyiv). Bodies of 94 fallen Ukrainian servicemen were returned to Ukraine in exchange for an unspecified number of killed Russian soldiers.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-22;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 22 November 2023, Ukrainian air defence forces intercepted an unknown number of Russian Shahed-136 drones over Kyiv region (coded to Kyiv City, Kyiv region).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-25;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 25 November 2023, Ukrainian forces shot down 66 Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-25;Air/drone strike;514.5;10;High (Negligence Risk);On 25 November 2023, Russian air forces carried out 'Shahed-136' drone strike at Kyiv. Civilian infrastructure was damaged. 5 civilians were injured.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-26;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 26 November 2023, Ukrainian forces shot down a Russian drone over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-28;Air/drone strike;514.5;10;High (Negligence Risk);On 28 November 2023, Russian forces launched a drone strike at Kyiv region. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-11-29;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 29 November 2023, Ukrainian Forces shot down UAVs of Russian Forces in the area of Kyiv, Kyiv City. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-12-08;Air/drone strike;514.5;10;High (Negligence Risk);On 8 December 2023, Russian forces launched an air strike with Kh-101/555/55 airborne missiles at Kyiv. Ukrainian air defence forces intercepted the missiles over Kyiv region (coded to Kyiv, Kyiv region). The debris damaged residential houses in several unspecified locations of Kyiv oblast. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-12-14;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 14 December 2023, Ukrainian Forces intercepted one air-launched Kh-47M2 Kinzhal hypersonic missile of Russian Forces in Kyiv region.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-12-15;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 15 December 2023, Ukrainian Forces shot down UAVs of Russian Forces in the area of Kyiv, Kyiv City. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-12-16;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 16 December 2023, Ukrainian forces shot down Russian 'Shahed' drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-12-20;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 20 December 2023, Ukrainian military forces intercepted 19 Russian kamikaze-drones across 7 regions, some of them over the Kyiv region (coded to Kyiv, Kyiv City). Later, in the evening, the Ukrainian military intercepted some additional drones.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;State of Conservation;2023-12-22;Agreement;514.5;1;High (Negligence Risk);On 22 December 2023, Governments of Ukraine and Russia agreed to swap the bodies of killed soldiers (coded to Kyiv). Bodies of 66 fallen Ukrainian servicemen were returned to Ukraine in exchange for an unspecified number of killed Russian soldiers..
