id,category,name,author,type,date,year_incident,place_incident,google_maps_link,circumstances,url
5453,Architectural details,A chipped anthropomorphic tombstone,,Architectural details,VI century BC - IV century,2024,"Monument of archeology ""Settlement Artesian""","https://maps.google.com/?q=45.396363, 36.167072&ll=45.396363, 36.167072&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5453
5431,Architectural details,Fragment of the frame of the white marble altar,,Architectural details,I century BC - I century,2024,"Monument of archeology ""Settlement Artesian""","https://maps.google.com/?q=45.396363, 36.167072&ll=45.396363, 36.167072&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5431
5435,Architectural details,Fragments of the altar complex and sacrificial table made of white marble,,Architectural details,II century BC,2022,"Monument of archeology ""Settlement Artesian""","https://maps.google.com/?q=45.396363, 36.167072&ll=45.396363, 36.167072&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5435
5438,Architectural details,Architectural details of the Temple of Zeus Genarchos,,Architectural details,I century BC,2023,"Monument of archeology ""Settlement Artesian""","https://maps.google.com/?q=45.396363, 36.167072&ll=45.396363, 36.167072&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5438
5384,Ceramic products 2,Ceramic casting mold with bronze anthropomorphic pendant inside,,Ceramic products,I-III century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5384
5389,Ceramic products 2,Red lacquer jug,,Ceramic products,last quarter of the I st – beginning of the IInd century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5389
5387,Ceramic products 2,Amphorae LRA 4,,Ceramic products,IV–VI century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5387
5379,Ceramic products 2,Funeral inventory of the cremation site: ceramics (object 88),,Ceramic products,I-II century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5379
5377,Ceramic products 2,Fragments of Panathenaic amphorae,,Ceramic products,other half IV century BC,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5377
5420,Ceramic products 2,"Turkish plate, broken into several pieces",,Ceramic products,XV–XVII century,2017,"Monument of archeology Genoese fortress ""Harpsichord""","https://maps.google.com/?q=44.49436391351462, 33.60080884441513&ll=44.49436391351462, 33.60080884441513&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5420
5375,Ceramic products 2,Chersonesos amphora from the filling of well № 5,,Ceramic products,III century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5375
5376,Ceramic products 2,Lekythos in the form of the head of Dionysus,,Ceramic products,other half I-II century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5376
5383,Ceramic products 2,Fragments of melting crucibles,,Ceramic products,I-III century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5383
5419,Ceramic products 2,Fragments of a large Turkish vessel,,Ceramic products,second half–end of the XVI century,2017,"Monument of archeology Genoese fortress ""Harpsichord""","https://maps.google.com/?q=44.49436391351462, 33.60080884441513&ll=44.49436391351462, 33.60080884441513&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5419
5358,Ceramic products 2,Black-lacquered Kilik,,Ceramic products,VI century,2025,"National Reserve ""Chersonese Tauride""","https://maps.google.com/?q=44.61116682715866, 33.49212532954141&ll=44.61116682715866, 33.49212532954141&z=13&hl=en",Stolen from the Tavrian Chersonese National Reserve to the territory of the russian federation under the cover of a temporary exhibition in the Yekaterinburg History Museum,https://war-sanctions.gur.gov.ua/en/stolen/objects/5358
5316,Ceramic products 2,Collection of funeral urns,,Ceramic products,I century BC - I century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5316
5313,Ceramic products 2,Antique standard of length,,Ceramic products,IV century BC,2021-2023,"UNESCO site ""Ancient city of Tauric Chersonese and its Chora""","https://maps.google.com/?q=44.61240965115657, 33.49023421840302&ll=44.61240965115657, 33.49023421840302&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5313
5359,Ceramic products 2,Ceramic red-figure amphora,,Ceramic products,VI century,2025,"National Reserve ""Chersonese Tauride""","https://maps.google.com/?q=44.61116682715866, 33.49212532954141&ll=44.61116682715866, 33.49212532954141&z=13&hl=en",Stolen from the Tavrian Chersonese National Reserve to the territory of the russian federation under the cover of a temporary exhibition in the Yekaterinburg History Museum,https://war-sanctions.gur.gov.ua/en/stolen/objects/5359
5314,Ceramic products 2,Tombstone of Casandra,,Ceramic products,I century BC - I century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5314
5357,Ceramic products 2,Black-figure Kilik depicting everyday life,,Ceramic products,VI century,2025,"National Reserve ""Chersonese Tauride""","https://maps.google.com/?q=44.61116682715866, 33.49212532954141&ll=44.61116682715866, 33.49212532954141&z=13&hl=en",Stolen from the Tavrian Chersonese National Reserve to the territory of the russian federation under the cover of a temporary exhibition in the Yekaterinburg History Museum,https://war-sanctions.gur.gov.ua/en/stolen/objects/5357
5318,Ceramic products 2,Collection of funeral urns,,Ceramic products,I century BC - I century,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5318
5311,Ceramic products 2,Fragment of marble statue of the Good Shepherd,,Ceramic products,III-IV centuries,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5311
5355,Ceramic products 2,Pelika with a female image,,Ceramic products,VI century,2025,"National Reserve ""Chersonese Tauride""","https://maps.google.com/?q=44.61116682715866, 33.49212532954141&ll=44.61116682715866, 33.49212532954141&z=13&hl=en",Stolen from the Tavrian Chersonese National Reserve to the territory of the russian federation under the cover of a temporary exhibition in the Yekaterinburg History Museum,https://war-sanctions.gur.gov.ua/en/stolen/objects/5355
5356,Ceramic products 2,Aribal,,Ceramic products,VI century,2025,"National Reserve ""Chersonese Tauride""","https://maps.google.com/?q=44.61116682715866, 33.49212532954141&ll=44.61116682715866, 33.49212532954141&z=13&hl=en",Stolen from the Tavrian Chersonese National Reserve to the territory of the russian federation under the cover of a temporary exhibition in the Yekaterinburg History Museum,https://war-sanctions.gur.gov.ua/en/stolen/objects/5356
5075,Ceramic products 2,Fragment of the edge of a molded bowl with a rim bent inward,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5075
5071,Ceramic products 2,Fragment of the upper part of a pot with a bent edge. The rim is decorated with finger impressions,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5071
5073,Ceramic products 2,Fragment of the rim of a molded vessel with pinches along the edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5073
5070,Ceramic products 2,Fragment of the upper part of a pot with a bent edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5070
5078,Ceramic products 2,"Fragments of a molded glazed frying pan with a low sloping edge, on which part of the molded decorative roller has been preserved",,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5078
5076,Ceramic products 2,Fragment of the wall of a molded black-burnished vessel of a closed type with engraved decor,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5076
5077,Ceramic products 2,Fragment of the lower part of a molded black-glazed bowl on a flat base,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5077
5072,Ceramic products 2,Fragment of the upper part of a pot with a bent edge. The rim is decorated with finger impressions,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5072
5310,Ceramic products 2,Relief with Amazonomachy: a scene of a duel between a foot soldier and a mounted Amazon,,Ceramic products,IV century BC,2021-2023,Southern suburb of Tavrichesky Chersonese,"https://maps.google.com/?q=44.60814447682412, 33.49161754232841&ll=44.60814447682412, 33.49161754232841&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5310
5074,Ceramic products 2,Fragment of the rim of a molded vessel with pinches along the edge,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5074
5067,Ceramic products 2,Fragment of the upper part of a pot with a bent edge. The rim is decorated with almond-shaped depressions,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5067
5062,Ceramic products 2,"Fragment of the upper part of a pot with a bent edge with ""dutiks""",,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5062
5066,Ceramic products 2,Fragment of the bottom of the pot,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5066
5063,Ceramic products 2,Fragment of the upper part of the pot with a slightly curved edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5063
5061,Ceramic products 2,Fragment of the upper part of the pot with a bent edge with a shallow cut,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5061
5069,Ceramic products 2,Fragment of the upper part of a pot with a bent edge,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5069
5065,Ceramic products 2,Fragment of the lower part of a pot on a flat base containing a crushed shell,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5065
5068,Ceramic products 2,Fragment of the upper part of a pot with a bent edge. The rim is decorated with almond-shaped depressions,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5068
5060,Ceramic products 2,Fragment of the upper part of a pot with a bent edge and traces of finger impressions under the rim,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5060
5064,Ceramic products 2,Fragment of the lower part of the potter on a flat base,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5064
5058,Ceramic products 2,Fragment of the lower part of a pot on a flat base with traces of soot on both sides,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5058
5056,Ceramic products 2,Fragments of the upper part of a pot with a bent edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5056
5059,Ceramic products 2,Fragment of a pot on a flat base with traces of soot on both sides,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5059
5057,Ceramic products 2,Fragment of the lower part of a pot on a flat base with minor traces of soot on the outer side,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5057
5050,Ceramic products 2,The edge of the vessel has a clearly defined horizontal platform,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5050
5055,Ceramic products 2,Fragment of the upper part of a pot with a low bent edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5055
5054,Ceramic products 2,Fragment of the upper part of a pot with a bent edge with a pronounced horizontal platform,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5054
5052,Ceramic products 2,Fragment of the upper part of a pot with a bent edge in an S-shape in cross-section,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5052
5051,Ceramic products 2,Fragments of the upper part of a pot with a bent edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5051
5053,Ceramic products 2,Fragment of the upper part of a pot with a wavy edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5053
5045,Ceramic products 2,Fragments of the rim and parts of the handle of thick-walled vessels with an outwardly bent edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5045
5046,Ceramic products 2,Fragment of the rim of a thick-walled vessel with an outwardly turned edge,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5046
5049,Ceramic products 2,The edge of the vessel is slightly bent outward,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5049
5048,Ceramic products 2,Fragment of a thick-walled vessel with an outwardly folded edge,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5048
5042,Ceramic products 2,Fragment of the body with a base without a spout of an open lamp with a bent edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5042
5043,Ceramic products 2,Fragment of the body of a flat-bottomed lamp open type with a bent edge,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5043
5041,Ceramic products 2,Fragment of an open lamp with varnish,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5041
5047,Ceramic products 2,Fragment of a thick-walled vessel with an outwardly folded edge,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5047
5040,Ceramic products 2,Fragment of an open lamp with a bent edge,,Ceramic products,VI century BC,2015,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5040
5044,Ceramic products 2,Fragment of an open-type lamp,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5044
5037,Ceramic products 2,Fragment of the bottom of a red-figure kylix depicting a young man running to the left,,Ceramic products,end of VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5037
5038,Ceramic products 2,Fragment of an open-type red clay lamp,,Ceramic products,VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5038
5034,Ceramic products 2,"Fragment of the wall of a black-figure olpa: part of a woman's figure, to the right",,Ceramic products,end of VI century BC,2014,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5034
5031,Ceramic products 2,Fragment of the wall of a closed black-figure vessel (amphora),,Ceramic products,last quarter of VI century BC,2017,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5031
5030,Ceramic products 2,Fragment of the wall of a black-figure crater: part of a comastus figure,,Ceramic products,520s BC,2016,Ancient city of Panticapaeum archaeological site,"https://maps.google.com/?q=45.35076586893507, 36.46981470718562&ll=45.35076586893507, 36.46981470718562&z=13&hl=en",Аppropriated by representatives of the russian federation during illegal excavations of cultural heritage sites of Ukraine,https://war-sanctions.gur.gov.ua/en/stolen/objects/5030
