event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR63285,2022-07-07,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)","Russian Orthodox Christian Group (Ukraine); Unidentified Armed Group (Ukraine)","External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Kakhovskyi,Kakhovska,Kakhovka,46.8137,33.4870,1,"Stop Corruption",National,"Looting: On 7 July 2022, Russian forces and representatives of the Russian Orthodox Church in Ukraine looted communal property in Kakhovka, Kherson.",0,,1753954623
UKR63286,2022-07-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.5710,1,"Stop Corruption",National,"Property destruction: On 14 July 2022, unidentified group set 'Satelit' plant on fire in Mariupol, Donetsk.",0,,1753969531
UKR79895,2022-07-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Mariupol Communal Militia (Ukraine)",,"Identity militia","Civilians (Ukraine)",,Civilians,"Identity militia-Civilians",,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.5710,1,"Institute for the Study of War",Other,"Property destruction: On 14 July 2022, Ukrainian partisans conducted an arson attack against the 'Satellit' sunflower processing factory in Mariupol, Donetsk region, to prevent Russian forces from stealing from it.",0,,1753969531
UKR66182,2022-07-15,2022,3,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.5710,1,"Flot 2017",National,"Looting: Around 15 July 2022 (month of), Russian forces looted the deposit boxes of Mariupol residents in PUMB bank branch in Mariupol, Donetsk.",0,,1753954623
UKR64588,2022-07-20,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,Bruskynske,47.1567,33.2102,1,"Suspilne Media",National,"Looting: On 20 July 2022, Russian forces looted an agricultural enterprise in Bruskynske, Kherson region, and stole vehicles and 6,000 liters of fuel.",0,,1753954623
UKR139705,2022-07-23,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Lysychanska,Lysychansk,48.9054,38.4353,1,"Centre for Strategic Communications of Ukraine",National,"Looting: On 23 July 2022, according to Ukrainian sources, Russian forces began massive looting in Lysychansk (Luhansk) of properties that were left behind by local residents and trade of looted items.",0,,1753955877
UKR65512,2022-07-27,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Novopetrivka,47.4300,33.4674,1,"Novoye Vremya Ukraine",National,"Looting: Around 27 July 2022, Russian forces looted the property of local residents in Novopetrivka, Kherson region.",0,,1753954623
UKR65725,2022-07-27,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Skadovskyi,Skadovska,Skadovsk,46.1161,32.9112,1,"Novoye Vremya Ukraine",National,"Looting: Around 27 July 2022, Russian forces looted the property of local residents in Skadovsk, Kherson region.",0,,1753954623
UKR65307,2022-07-27,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Kochubeivska,Kochubeivka,47.4966,33.2119,1,"Novoye Vremya Ukraine",National,"Looting: Around 27 July 2022, Russian forces looted the property of local residents in Kochubeivka, Kherson region.",0,,1762291950
UKR65289,2022-07-27,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Novoye Vremya Ukraine",National,"Looting: Around 27 July 2022, Russin forces looted the property of local residents in Kherson, Kherson region.",0,,1755646924
UKR65451,2022-07-27,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Bilozerska,Myrne,46.7076,32.2486,1,"Novoye Vremya Ukraine",National,"Looting: Around 27 July 2022, Russian forces looted the property of local residents in Myrne, Kherson region.",0,,1753954623
UKR65056,2022-07-28,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,2,"Suspilne Media",National,"Looting: On 28 July 2022, Russian military forces seized 4 cars in 3 villages of the Beryslavskyi district (coded to Beryslav, Kherson).",0,,1753954623
UKR65292,2022-07-28,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Looting: On 28 July 2022, Russian military forces seized a passenger steam ship at the Karantynnyy island in Kherson, Kherson. They used the ship to transfer their forces after the destruction of the Antonivsky bridge.",0,,1755646924
UKR65409,2022-07-29,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Mariupol Communal Militia (Ukraine)",,"Identity militia","Civilians (Ukraine)",,Civilians,"Identity militia-Civilians",,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.5710,2,Unian,National,"Property destruction: On 29 July 2022, Ukrainian partisans lit fields of grain near Mariupol on fire in order to stop Russia from harvesting it.",0,,1753969531
UKR67004,2022-07-30,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Svatove Communal Militia (Ukraine)",,"Identity militia","Civilians (Ukraine)",,Civilians,"Identity militia-Civilians",,804,Europe,Ukraine,Luhansk,Svativskyi,Svativska,Svatove,49.4103,38.1504,1,"Institute for the Study of War",Other,"Property destruction: On 30 July 2022, a Ukrainian partisan group destroyed a railway control box in Svatove, Luhansk region.",0,,1660674708
UKR79896,2022-07-31,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Mariupol Communal Militia (Ukraine)",,"Identity militia","Civilians (Ukraine)",,Civilians,"Identity militia-Civilians",,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.5710,1,"Institute for the Study of War",Other,"Property destruction: On 31 July 2022, Ukrainian partisans conducted an arson attack against the 'Satellit' sunflower processing factory in Mariupol, Donetsk region, to prevent Russian forces from stealing from it.",0,,1753969531
UKR66181,2022-08-01,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Mariupol Communal Militia (Ukraine)",,"Identity militia","Military Forces of Russia (2000-)",,"External/Other forces","Identity militia-External/Other forces",,804,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Bezimenne,47.1071,37.9381,2,"Novoye Vremya Ukraine",National,"Property destruction: On 1 August 2022, Mariupol guerrillas set fire to a field of grain near Mariupol to prevent the occupants from stealing it. The fire spread to the Russian repair base located on the outskirts of the village of Bezimenne, Donetsk, destroying a tank. Casualties unknown.",0,,1753954623
UKR66183,2022-08-03,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Looting: Around 3 August 2022, Russian military broke into a construction company facility in Kherson, Kherson region, ousted the staff and blocked access to the premises. Also on that day in Kherson suburb, Russian soldiers seized an agricultural facility and stole expensive agricultural vehicles.",0,,1755646924
UKR79897,2022-08-06,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Mariupol Communal Militia (Ukraine)",,"Identity militia","Civilians (Ukraine)",,Civilians,"Identity militia-Civilians",,804,Europe,Ukraine,Donetsk,Mariupolskyi,Mariupolska,Mariupol,47.1298,37.5710,1,"Institute for the Study of War",Other,"Property destruction: On 6 August 2022, Ukrainian partisans conducted an arson attack against the 'Satellit' sunflower processing factory in Mariupol, Donetsk region, to prevent Russian forces from stealing from it.",0,,1753969531
UKR67728,2022-08-10,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,"Velyka Oleksandrivka",47.3197,33.3037,1,"Suspilne Media",National,"Looting: Around 10 August 2022, Russian military stole a vehicle from a civilian in Velyka Oleksandrivka, Kherson region.",0,,1753954646
UKR67722,2022-08-10,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Beryslavska,Beryslav,46.8415,33.4284,1,"Suspilne Media",National,"Looting: Around 10 August 2022, Russian military stole a vehicle from a civilian in Beryslav, Kherson region.",0,,1753954646
UKR67736,2022-08-10,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Journalists (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Looting: Around 10 August 2022, Russian military looted the Kherson office of KrymSOS human rights and media NGO. Explosives were likely planted on the premises afterwards.",0,,1755646924
UKR67731,2022-08-10,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Vysokopillia,47.4919,33.5306,1,"Suspilne Media",National,"Looting: Around 10 August 2022, Russian military stole a vehicle from a civilian in Vysokopillia, Kherson region.",0,,1753954646
UKR68194,2022-08-11,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Melitopol Communal Militia (Ukraine)",,"Identity militia","Police Forces of Russian Occupation Government (2022-)",,"State forces","State forces-Identity militia",,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,"Institute for the Study of War",Other,"Property destruction: On 11 August 2022, Ukrainian partisans destroyed a service center where Russian policemen were distributing Russian passports and car registrations in Melitopol, Zaporizhia region. Casualties unknown.",0,,1702412055
UKR73114,2022-08-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kharkiv,Iziumskyi,Iziumska,Izium,49.2088,37.2485,1,Unian,National,"Looting: On 14 August 2022, Russian forces looted a civilian house in Izium, Kharkiv region, for food, having stolen some poultry and threatened the residents.",0,,1753954646
UKR276444,2022-08-15,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Aid Workers (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,"Suspilne Media",National,"Property destruction: Around 15 August 2022 (as reported), according to the police, a 63-year-old man set fire to a trailer of a volunteer organization with medicine, hygiene products and food in Odesa, Odesa. The man was later arrested at home with traces of arson.",0,,1765926765
UKR68769,2022-08-17,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Looting: On 17 August 2022, Russian forces took over Bordo hotel facility in Kherson, Kherson region, where occupation officials had been residing before. The facility owners have no access to their property.",0,,1755646924
UKR76286,2022-08-30,2022,3,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Novoye Vremya Ukraine",National,"Looting: Around 30 August 2022 (between 2 August - 20 September), Russian forces unlawfully confiscated 12 vessels of Grain Transshipment logistics company in Kherson, Kherson region.",0,,1755646924
UKR70698,2022-08-31,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Burhunka,46.8118,33.2251,1,"Suspilne Media",National,"Looting: Around 31 August 2022, Russian forces stole vehicles and trailers from the residents of Burhunka, Kherson region.",0,,1753954646
UKR70841,2022-08-31,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,"Velyka Oleksandrivka",47.3197,33.3037,1,"Suspilne Media",National,"Looting: Around 31 August 2022, Russian forces stole vehicles and trailers from the residents of Velyka Oleksandrivka, Kherson region.",0,,1753954646
UKR70752,2022-08-31,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Novovorontsovska,Lyubymivka,47.3885,33.7136,1,"Suspilne Media",National,"Looting: Around 31 August 2022, Russian forces stole vehicles and trailers from the residents of Lyubymivka, Kherson region.",0,,1753954646
UKR70852,2022-08-31,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Vysokopillia,47.4919,33.5306,1,"Suspilne Media",National,"Looting: Around 31 August 2022, Russian forces stole vehicles and trailers from the residents of Vysokopillia, Kherson region.",0,,1753954646
UKR144528,2022-09-04,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Students (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Zaporizhia,Vasylivskyi,Malobilozerska,Orlianske,47.3349,35.1019,1,"Institute for the Study of War",Other,"Land seizure: On 4 September 2022, according to Ukrainian MoD, around 70 Russian military personnel deliberately occupied active local school in Russian-held Orlianske (Zaporizhia) that is holding the classes with schoolchildren. The Ukrainian MoD further stated that Russian forces using many active schools in occupied parts of Zaporizhia region for storing their ammunition and stationing military personnel.",0,,1753955786
UKR73186,2022-09-05,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Military Forces of Ukraine (2019-) Air Force",,"State forces","State forces-External/Other forces",,804,Europe,Ukraine,Kherson,Beryslavskyi,Vysokopilska,Vysokopillia,47.4919,33.5306,1,"Institute for the Study of War",Other,"Interception: On 5 September 2022, Russian forces shot down 2 Ukrainian reconnaissance drones in Vysokopillia, Kherson.",0,,1753954554
UKR71785,2022-09-07,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,"24 Channel",National,"Looting: On 7 September 2022, Russian forces broke into the central branch of Privatbank in Melitopol, Zaporizhia region, locked the staff inside and started a search. The action is likely aimed at preventing the bank branch from providing transactions in UAH to the local population, as the occupation forces try to remove the Ukrainian currency from circulation on the temporarily occupied territories. The cash was likely confiscated.",0,,1753954646
UKR72194,2022-09-07,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Zaporizhia,Melitopolskyi,Melitopolska,Melitopol,46.8489,35.3653,1,"Suspilne Media",National,"Land seizure: Around 7 September 2022 (week of), Russian forces were expelling the residents from their apartments in Melitopol, Zaporizhia region, to offer their property to the teachers and military personnel who arrived from Russia.",0,,1753954646
UKR71793,2022-09-07,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)","Health Workers (Ukraine)",Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Mylivska,Mylove,47.0691,33.6292,1,"Suspilne Media",National,"Looting: Around 7 September 2022, Russian forces stole an emergency vehicle of a primary health center of Mylove village council, leaving the residents of 5 nearby villages without a chance to obtain timely medical aid.",0,"local administrators",1753954646
UKR71724,2022-09-07,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,1,"Suspilne Media",National,"Property destruction: Around 7 September 2022, Russian soldiers set a local cafe on fire in Chornobaivka, Kherson region. As the result, the building and all the property were destroyed.",0,,1753954646
UKR71787,2022-09-07,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,Kozatske,46.7845,33.3377,1,"Ministry of Defence of Ukraine",Other,"Land seizure: Around 7 September 2022, Russian forces were forcibly expelling residents from private sector houses in Kozatske, Kherson region.",0,,1753954646
UKR71941,2022-09-08,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Skadovskyi,Holoprystanska,"Hola Prystan",46.5272,32.5242,1,"Suspilne Media",National,"Looting: On 8 September 2022, the Russian military forcibly took a civilian boat in Hola Prystan, Kherson.",0,,1758048341
UKR72256,2022-09-14,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Kakhovskyi,Chaplynska,Chaplynka,46.3651,33.5403,2,"Ministry of Defence of Ukraine",Other,"Land seizure: Around 14 September 2022, Russian forces were occupying local citizens' houses in Chaplynka district settlements (coded to Chaplynka, Kherson region), sometimes expelling owners from their property.",0,,1753954646
UKR72230,2022-09-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Velykooleksandrivska,"Velyka Oleksandrivka",47.3197,33.3037,1,"Suspilne Media",National,"Looting: On 14 September 2022, Russian forces stole a vehicle from a civilian in Velyka Oleksandrivka, Kherson region.",0,,1753954646
UKR72223,2022-09-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Skadovskyi,Holoprystanska,"Hola Prystan",46.5272,32.5242,1,"Suspilne Media",National,"Looting: On 14 September 2022, Russian forces stole a vehicle from a civilian in Hola Prystan, Kherson region.",0,,1758048341
UKR72222,2022-09-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Chornobaivska,Chornobaivka,46.6974,32.5526,1,"Suspilne Media",National,"Looting: On 14 September 2022, Russian forces stole a vehicle from a civilian in Chornobaivka, Kherson region.",0,,1753954646
UKR72224,2022-09-14,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"24 Channel",National,"Looting: Around 14 September 2022 (week of), Russian forces looted the premises of a bank branch in Kherson, Kherson region, having seized assets with the cost of about UAH 1.5 million.",0,,1755646924
UKR72225,2022-09-14,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"24 Channel",National,"Looting: Around 14 September 2022 (week of), Russian forces broke into the premises of Kherson regional children's library and looted the property, including computers and office equipment.",0,"local administrators",1755646924
UKR72208,2022-09-14,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)","Russian Occupation Government (2022-)","External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Kakhovskyi,Novokakhovska,"Nova Kakhovka",46.7545,33.3486,1,"24 Channel",National,"Looting: Around 14 September 2022 (week of), Russian-installed occupation government officials and Russian soldiers took over the premises of a local energy company in Nova Kakhovka, Kherson region, and looted valuable possessions with the cost of over UAH 0.5 million.",0,,1753954646
UKR72228,2022-09-14,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Beryslavskyi,Tiahynska,Odradokamianka,46.7876,33.3023,1,"Suspilne Media",National,"Looting: On 14 September 2022, Russian forces stole a truck from a civilian in Odradokamianka, Kherson region, later a damaged vehicle was abandoned.",0,,1753954646
UKR79894,2022-09-17,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Koktebel Communal Militia (Ukraine)",,"Identity militia","Civilians (Russia)",,Civilians,"Identity militia-Civilians",,804,Europe,Ukraine,Crimea,Feodosiiskyi,Koktebelska,Koktebel,44.9638,35.2379,1,"Institute for the Study of War",Other,"Property destruction: On 17 September 2022, Ukrainian partisans conducted an arson attack against the vehicles of a Russian propagandist at his house in Koktebel, Crimea. No casualties.",0,,1668530073
UKR73936,2022-09-21,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Suspilne Media",National,"Land seizure: Around 21 September 2022, Russian forces took over the territory of an agricultural enterprise and looted its assets in Kherson, Kherson region.",0,,1755646924
UKR73952,2022-09-21,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Stepanivka,46.6935,32.5806,1,"Suspilne Media",National,"Looting: Around 21 September 2022, Russian forces conducted an unlawful search in a civilian house in Stepanivka, Kherson region, looting electronic appliances, brand perfumes and other valuable household items afterwards.",0,,1753954554
UKR74123,2022-09-22,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,3,"Ministry of Defence of Ukraine",Other,"Looting: Around 22 September 2022 (as reported), Russian military forces seized milk trucks from local territorial hromadas in the Mykolaiv region (coded to Mykolaiv, Mykolaiv). Russian forces used trucks to secretly transport fuel.",0,,1753954554
UKR234812,2022-09-26,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-) Air Force",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Bashtanska,Bashtanka,47.4072,32.4387,2,"Ministry of Defence of Ukraine",Other,"Property destruction: On 26 September 2022, Ukrainian forces shot down 'Orlan-10' drones near Bashtanka, Mykolaiv.",0,,1753955040
UKR234811,2022-09-27,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-) Air Force",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,2,"Ministry of Defence of Ukraine",Other,"Property destruction: On 27 September 2022, Ukrainian forces shot down 'Orlan-10' drone near Kherson.",0,,1755646924
UKR74821,2022-09-28,2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,"Novoye Vremya Ukraine",National,"Land seizure: Around 28 September 2022, Russian forces took over a sewing factory in Kherson, Kherson region, and are using it to serve the occupations forces' needs.",0,,1755646924
UKR235412,2022-10-01,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Ukraine (2019-)",,"State forces","Military Forces of Russia (2000-) Air Force",,"External/Other forces","State forces-External/Other forces",,804,Europe,Ukraine,Mykolaiv,Bashtanskyi,Bashtanska,Bashtanka,47.4072,32.4387,2,"Ministry of Defence of Ukraine",Other,"Interception: On 1 October 2022, Ukrainian forces shot down 3 Russian recon drones, some of them in the Bashtanskyi district (coded to Bashtanka, Mykolaiv). No casualties.",0,,1753955040
UKR75441,2022-10-04,2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Russia (2000-)",,"External/Other forces","Civilians (Ukraine)",,Civilians,"External/Other forces-Civilians",,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Popasnianska,Kamyshevakha,48.6973,38.3851,1,Ukrinform,National,"Property destruction: On 4 October 2022, Russian military destroyed a 15-meter TV tower in Kamyshevakha, Luhansk region, which provided about 200,000 residents with Ukrainian informational content.",0,,1753954554
